"","newTarget","Marital.status","Application.mode","Application.order","Course","Day.eve.attendance","Previous.qualification","Nationality","Mother.qualification","Father.qualification","Mother.occupation","Father.occupation","Displaced","Educational.special.needs","Debtor","Tuition.fees.up.to.date","Gender","Scholarship.holder","Age.at.enrollment","Fsem.without.eval","Ssem.credit","Ssem.enrolled","Ssem.eval","Ssem.grade","Ssem.without.eval","Unemployment.rate","Inflation.rate","GDP"
"237","1",1,1,1,16,1,1,1,13,14,6,8,0,0,0,1,0,1,18,0,0,6,7,13.16666667,0,9.4,-0.8,-3.12
"238","1",1,8,2,10,1,1,1,22,27,4,10,0,1,0,1,0,1,18,0,0,6,9,11.57142857,0,15.5,2.8,-4.06
"239","0",1,1,1,8,1,1,1,13,1,10,10,1,0,0,0,0,0,25,2,0,5,10,14.25,0,9.4,-0.8,-3.12
"240","0",1,12,1,6,1,12,1,13,14,10,8,0,0,1,0,0,0,24,0,1,6,14,10.33333333,0,16.2,0.3,-0.92
"243","1",1,1,2,9,1,1,1,22,14,6,6,1,0,0,1,0,1,20,0,0,5,5,13.6,0,12.4,0.5,1.79
"244","0",1,12,1,9,1,1,1,22,1,10,2,0,0,0,0,0,0,25,0,0,5,9,0,0,10.8,1.4,1.74
"245","1",1,1,1,9,1,1,1,23,14,10,11,0,0,0,1,0,1,20,0,4,10,12,12.36363636,0,8.9,1.4,3.51
"246","1",1,4,1,12,1,3,1,13,28,6,4,0,0,0,1,0,0,23,0,0,8,8,13.22,0,9.4,-0.8,-3.12
"247","1",1,8,3,12,1,1,1,13,27,8,7,1,0,0,1,0,1,19,0,0,8,8,13.15142857,0,10.8,1.4,1.74
"248","0",1,15,1,4,1,14,1,22,27,10,11,0,0,1,0,0,0,29,0,0,6,8,11.33333333,0,13.9,-0.3,0.79
"249","1",1,1,3,11,1,1,1,13,27,5,8,1,0,0,1,0,0,21,0,0,6,8,12.25,0,11.1,0.6,2.02
"250","1",1,1,1,14,1,1,1,13,1,10,9,1,0,0,1,0,1,18,0,0,6,13,14.14285714,0,11.1,0.6,2.02
"252","0",1,1,3,15,1,1,1,23,27,8,8,1,0,0,1,0,1,18,0,0,6,6,12.83333333,0,8.9,1.4,3.51
"253","1",1,1,1,6,1,1,1,7,14,12,7,0,0,0,1,0,0,19,0,0,5,6,13,0,7.6,2.6,0.32
"255","1",1,8,1,9,1,1,1,1,1,5,5,0,0,0,1,0,0,18,0,0,5,6,10.8,0,8.9,1.4,3.51
"256","0",2,12,1,13,1,12,1,23,27,8,8,1,0,1,0,0,1,37,0,0,7,12,0,0,8.9,1.4,3.51
"257","1",1,8,1,17,0,15,1,22,27,7,7,0,0,0,1,0,0,29,0,0,5,14,12.33333333,3,16.2,0.3,-0.92
"259","1",1,1,1,10,1,1,1,1,1,10,9,1,0,0,1,0,1,19,0,0,6,9,12.66666667,0,12.4,0.5,1.79
"260","0",1,14,1,10,1,1,1,1,1,4,2,1,0,1,0,0,0,22,0,2,7,8,13,0,16.2,0.3,-0.92
"261","1",1,1,1,11,1,1,1,22,28,10,8,0,0,0,1,0,1,20,0,0,6,10,10.6,0,15.5,2.8,-4.06
"262","0",1,12,1,3,0,1,1,22,27,13,13,0,0,0,1,0,0,34,0,0,6,0,0,0,12.7,3.7,-1.7
"263","0",1,14,1,7,1,1,1,22,28,10,10,0,0,1,0,0,0,30,0,6,12,19,12.16666667,2,7.6,2.6,0.32
"264","1",1,1,1,10,1,1,1,1,1,5,5,0,0,0,1,0,0,18,0,0,6,7,14,0,10.8,1.4,1.74
"265","1",1,1,1,10,1,1,1,23,14,10,6,0,0,0,1,0,0,18,0,0,6,6,12,0,12.4,0.5,1.79
"266","1",1,1,2,15,1,1,1,3,1,2,4,1,0,0,1,0,0,18,0,0,6,10,11.66666667,0,9.4,-0.8,-3.12
"267","1",1,8,4,12,1,1,1,4,1,3,4,1,0,0,1,0,0,18,0,0,8,8,14.82857143,0,12.7,3.7,-1.7
"268","1",1,1,2,15,1,1,1,23,28,10,10,1,0,0,1,0,1,19,0,0,6,8,12.8,0,12.7,3.7,-1.7
"269","1",1,1,1,5,1,1,1,22,27,10,10,1,0,0,1,0,1,19,0,0,6,8,12.5,0,10.8,1.4,1.74
"270","1",1,1,5,12,1,1,1,1,1,10,10,0,0,0,1,0,1,18,0,0,8,8,13.67142857,0,12.7,3.7,-1.7
"271","1",1,15,1,4,1,14,1,22,28,5,9,0,0,0,1,0,1,21,0,0,6,8,12.8,0,13.9,-0.3,0.79
"272","0",1,1,2,9,1,1,1,1,14,10,10,1,0,0,0,0,0,20,0,0,5,12,13,0,7.6,2.6,0.32
"273","1",1,8,1,9,1,1,1,10,14,5,9,1,0,0,1,0,0,20,0,0,5,8,12.33333333,0,13.9,-0.3,0.79
"274","1",1,1,1,12,1,1,1,5,1,3,6,0,0,0,1,0,0,19,0,1,8,8,13.55,0,11.1,0.6,2.02
"275","1",1,1,1,10,1,1,1,1,28,5,6,0,0,0,1,0,0,20,0,0,6,7,15.42857143,0,16.2,0.3,-0.92
"276","1",1,8,3,12,1,1,1,10,1,5,11,1,0,0,1,0,0,18,0,0,8,8,15.3875,0,13.9,-0.3,0.79
"277","0",1,13,1,16,1,1,1,22,28,4,4,0,0,0,1,0,0,20,0,0,6,10,10.66666667,0,12.7,3.7,-1.7
"278","0",2,4,1,8,1,3,1,5,4,3,1,0,0,1,0,0,0,29,4,5,7,12,13.2,2,7.6,2.6,0.32
"280","1",1,1,1,12,1,1,1,13,14,6,6,1,0,0,1,0,1,20,0,0,8,11,13.81285714,0,15.5,2.8,-4.06
"281","1",1,7,2,9,1,1,1,23,27,10,10,1,0,0,1,0,1,22,0,0,5,8,11.4,2,16.2,0.3,-0.92
"282","1",4,1,1,3,0,1,1,24,14,5,11,1,0,0,1,0,1,47,0,0,6,7,14.16666667,0,16.2,0.3,-0.92
"283","1",2,16,1,17,0,1,1,22,27,9,5,0,0,0,1,0,0,31,0,0,5,5,13.8,0,8.9,1.4,3.51
"284","1",1,1,1,5,1,1,1,13,27,8,6,0,0,0,1,0,1,21,0,0,6,6,12.83333333,0,16.2,0.3,-0.92
"285","1",1,1,1,3,0,1,1,23,28,1,1,0,0,0,1,0,0,21,0,0,6,10,11.85714286,0,7.6,2.6,0.32
"286","1",2,12,1,15,1,9,1,1,1,5,5,0,0,0,1,0,0,24,0,0,6,6,13.83333333,0,7.6,2.6,0.32
"288","1",1,12,1,3,0,11,1,19,1,12,3,0,0,0,1,0,0,32,0,0,6,12,11.5,0,7.6,2.6,0.32
"289","1",1,9,2,3,0,1,1,3,1,4,5,1,0,0,1,0,1,19,0,0,6,9,11.5,0,10.8,1.4,1.74
"290","1",1,12,1,12,1,1,1,3,3,2,2,1,0,0,1,0,0,24,0,0,8,8,13.385,0,9.4,-0.8,-3.12
"291","1",1,8,4,6,1,1,1,13,14,5,11,1,0,0,1,0,0,19,0,0,6,9,14.5,0,15.5,2.8,-4.06
"292","1",1,15,1,4,1,14,1,13,27,7,7,0,0,1,1,0,1,19,0,0,6,7,13.83333333,0,13.9,-0.3,0.79
"294","1",1,8,4,10,1,1,1,13,14,29,29,1,0,0,1,0,1,18,0,0,6,8,11.66666667,0,8.9,1.4,3.51
"295","0",1,1,1,5,1,1,1,23,27,4,7,1,0,0,1,0,1,19,0,0,6,10,11.33333333,0,8.9,1.4,3.51
"296","1",2,1,1,12,1,1,1,3,28,3,5,0,0,0,1,0,1,19,0,0,8,8,14.72571429,0,10.8,1.4,1.74
"297","1",1,8,2,15,1,1,1,13,28,10,9,1,0,0,1,0,1,18,0,0,6,6,13.66666667,0,12.4,0.5,1.79
"298","1",1,1,1,10,1,1,1,1,1,4,4,1,0,0,1,0,0,18,0,0,6,8,12.33333333,0,12.4,0.5,1.79
"299","1",1,8,4,13,1,1,1,1,1,5,11,1,0,0,1,0,0,20,0,0,8,8,13.1375,0,12.4,0.5,1.79
"300","1",1,1,1,12,1,1,1,13,28,6,8,0,0,0,1,0,0,18,2,0,8,10,12.86,2,9.4,-0.8,-3.12
"301","1",1,8,4,14,1,1,1,23,28,10,8,1,0,0,1,0,0,18,0,0,6,9,13.71428571,0,11.1,0.6,2.02
"302","1",1,1,2,6,1,1,1,23,27,10,10,1,0,0,1,0,1,21,0,0,5,5,12.2,0,10.8,1.4,1.74
"303","1",1,1,1,12,1,1,1,13,14,5,10,0,0,0,1,0,1,18,0,0,8,9,16.16888889,0,15.5,2.8,-4.06
"304","0",1,16,1,14,1,1,1,13,14,6,6,0,0,1,0,0,0,18,0,0,5,6,10.25,0,9.4,-0.8,-3.12
"305","0",1,8,2,10,1,1,1,1,9,5,4,1,0,0,1,0,0,19,0,0,6,0,0,0,9.4,-0.8,-3.12
"307","1",1,8,4,14,1,1,1,1,14,6,6,1,0,0,1,0,0,18,0,0,6,11,14.6,0,11.1,0.6,2.02
"308","0",1,12,1,8,1,3,1,3,1,12,12,1,0,0,1,0,0,34,0,0,5,5,0,0,12.7,3.7,-1.7
"309","1",1,1,3,6,1,1,1,9,9,12,12,0,0,0,1,0,0,19,0,0,5,6,13.2,0,7.6,2.6,0.32
"310","0",1,15,1,8,1,14,1,22,27,8,9,1,0,1,0,0,0,19,0,1,6,12,11,0,12.4,0.5,1.79
"311","1",1,16,1,10,1,1,1,3,14,3,2,0,0,1,1,0,0,26,0,0,6,7,15.14285714,0,11.1,0.6,2.02
"312","0",1,8,1,16,1,1,1,19,24,1,1,1,0,0,1,0,0,21,0,0,6,10,11.33333333,0,7.6,2.6,0.32
"313","1",1,8,2,9,1,1,1,13,14,5,9,0,0,0,1,0,1,18,0,0,5,5,11.8,0,11.1,0.6,2.02
"314","1",1,8,4,16,1,1,1,23,28,6,8,1,0,0,1,0,1,20,0,0,6,9,13.66666667,0,9.4,-0.8,-3.12
"315","0",1,16,1,9,1,1,1,1,1,5,5,0,0,0,1,0,0,25,0,0,5,5,0,0,11.1,0.6,2.02
"316","1",1,1,1,9,1,1,1,1,28,5,4,0,0,0,1,0,0,18,0,0,5,5,16.4,0,11.1,0.6,2.02
"317","1",1,1,1,12,1,1,1,13,14,4,7,1,0,0,1,0,1,18,0,0,8,11,14.88181818,0,16.2,0.3,-0.92
"318","1",1,1,1,12,1,1,1,26,14,4,6,0,0,0,1,0,0,19,0,0,8,9,14.35555556,0,11.1,0.6,2.02
"319","1",1,1,1,10,1,1,1,13,28,6,10,0,0,0,1,0,1,18,0,0,6,10,11.85714286,0,12.4,0.5,1.79
"321","0",1,4,1,6,1,15,1,13,14,10,6,0,0,1,0,0,0,26,0,0,6,0,0,0,8.9,1.4,3.51
"322","1",1,13,1,12,1,1,1,22,27,8,10,1,0,0,1,0,1,19,0,0,8,8,13.05857143,0,10.8,1.4,1.74
"323","1",1,1,1,12,1,1,1,1,1,6,2,0,0,0,1,0,0,19,0,0,8,9,14.05555556,0,16.2,0.3,-0.92
"324","1",1,14,4,9,1,1,1,22,27,10,10,0,0,0,1,0,0,19,0,4,10,14,12,0,7.6,2.6,0.32
"325","0",1,3,3,6,1,1,1,1,14,8,6,1,0,0,1,0,0,19,1,0,5,8,13,0,7.6,2.6,0.32
"326","1",1,1,1,11,1,1,1,13,14,6,9,1,0,0,1,0,0,18,0,0,6,11,11.66666667,0,16.2,0.3,-0.92
"327","1",1,14,1,12,1,6,1,1,27,10,10,1,0,0,1,0,0,19,0,0,7,7,13.33333333,0,7.6,2.6,0.32
"328","1",1,1,1,10,1,1,1,1,1,10,7,0,0,1,1,0,0,18,0,0,6,9,11,0,13.9,-0.3,0.79
"332","0",1,15,1,7,1,14,1,13,27,5,8,0,0,1,1,0,0,26,0,0,5,5,0,0,16.2,0.3,-0.92
"333","1",1,1,1,10,1,1,1,23,28,8,8,1,0,0,1,0,0,20,0,0,6,7,13,0,12.4,0.5,1.79
"334","1",1,1,1,3,0,1,1,22,28,10,11,0,0,0,1,0,0,19,0,0,6,6,11.66666667,0,12.7,3.7,-1.7
"335","1",1,1,1,10,1,1,1,19,27,5,10,1,0,0,1,0,1,18,0,0,6,9,13.66666667,0,9.4,-0.8,-3.12
"336","1",1,15,1,10,1,14,1,23,27,8,8,0,0,0,1,0,0,19,0,2,6,6,14.66666667,0,13.9,-0.3,0.79
"337","1",1,4,1,16,1,15,1,26,3,3,2,0,0,1,1,0,0,40,0,0,7,7,14.57142857,0,12.4,0.5,1.79
"338","1",1,1,4,12,1,1,1,23,28,8,8,1,0,0,1,0,1,18,0,0,8,8,13.39125,0,9.4,-0.8,-3.12
"339","1",1,8,1,10,1,1,1,3,1,10,11,0,0,0,1,0,0,19,0,0,6,8,12.42857143,0,13.9,-0.3,0.79
"340","1",1,8,1,8,1,1,1,2,7,4,6,0,0,0,1,0,0,18,0,0,5,6,12.5,0,7.6,2.6,0.32
"342","0",1,1,1,2,1,1,1,3,3,3,3,1,0,0,1,0,0,18,0,0,0,0,0,0,15.5,2.8,-4.06
"343","1",2,12,1,3,0,1,1,22,27,10,10,1,0,0,1,0,0,33,0,0,6,8,12.85714286,0,12.4,0.5,1.79
"344","1",1,12,1,4,1,3,1,3,3,2,3,0,0,0,1,0,0,35,0,0,6,11,13.1,0,16.2,0.3,-0.92
"346","1",1,1,1,15,1,1,1,13,14,8,6,1,0,0,1,0,0,18,0,0,6,8,12.5,0,9.4,-0.8,-3.12
"348","1",4,12,1,17,0,1,1,22,27,7,7,0,0,0,1,0,0,39,0,0,5,9,11.66666667,0,10.8,1.4,1.74
"349","1",2,12,1,10,1,1,1,22,27,10,10,0,0,0,1,0,0,44,0,0,6,6,13.83333333,0,12.7,3.7,-1.7
"351","0",1,1,1,11,1,1,1,13,14,10,10,1,0,0,1,0,0,24,0,0,6,6,11.5,0,12.7,3.7,-1.7
"352","1",1,14,1,15,1,1,1,13,14,10,9,0,0,0,1,0,1,20,0,0,6,6,13.33333333,0,12.4,0.5,1.79
"353","0",1,1,4,2,1,1,1,1,1,10,6,1,0,0,0,0,0,19,0,0,0,0,0,0,9.4,-0.8,-3.12
"354","1",2,1,1,12,1,1,1,22,28,10,8,0,0,1,1,0,1,18,0,0,7,7,14.2,0,7.6,2.6,0.32
"355","0",1,1,1,11,1,1,1,13,14,5,7,0,0,1,0,0,0,22,0,0,6,12,0,0,10.8,1.4,1.74
"356","1",1,8,1,6,1,1,1,13,1,5,6,1,0,0,1,0,0,18,0,0,6,7,16.42857143,0,11.1,0.6,2.02
"357","1",1,12,1,12,1,12,1,23,27,10,10,0,0,0,1,0,0,24,0,0,8,9,13.44285714,0,13.9,-0.3,0.79
"358","0",1,12,1,17,0,1,1,22,27,12,9,0,0,0,1,0,0,33,0,0,5,0,0,0,12.7,3.7,-1.7
"360","0",1,12,1,6,1,17,1,3,29,3,4,0,0,0,1,0,0,26,0,0,6,0,0,0,8.9,1.4,3.51
"361","1",1,8,4,16,1,1,1,13,28,5,2,1,0,0,1,0,0,18,0,0,6,10,11.83333333,0,10.8,1.4,1.74
"362","0",1,1,1,15,1,1,1,22,28,10,8,0,0,1,1,0,0,19,0,0,6,12,10,0,10.8,1.4,1.74
"364","1",1,17,1,6,1,16,1,13,27,10,9,1,0,0,1,0,1,22,0,4,9,16,13.71428571,0,8.9,1.4,3.51
"366","1",1,1,1,6,1,1,1,22,28,8,6,1,0,0,1,0,1,21,0,0,6,10,15.75,0,15.5,2.8,-4.06
"367","1",1,1,4,12,1,1,1,13,28,5,9,1,0,0,1,0,1,21,0,0,7,7,14.03333333,0,7.6,2.6,0.32
"369","1",1,1,1,16,1,1,1,23,27,29,46,1,0,0,1,0,1,19,0,0,7,8,13.66666667,0,8.9,1.4,3.51
"370","0",1,1,6,12,1,1,1,13,14,10,6,1,0,0,1,0,0,18,0,0,8,8,13.41428571,0,12.7,3.7,-1.7
"371","1",2,14,1,3,0,1,1,22,29,10,5,0,0,0,1,0,0,50,0,3,7,7,13.57142857,0,16.2,0.3,-0.92
"373","1",1,8,1,15,1,1,1,1,14,5,8,0,0,0,1,0,1,19,0,0,6,7,14.42857143,0,15.5,2.8,-4.06
"374","1",4,12,1,17,0,1,1,1,27,20,43,0,0,0,1,0,0,35,0,0,5,9,12.85714286,0,13.9,-0.3,0.79
"375","0",2,12,1,6,1,12,1,23,28,5,8,0,0,0,1,0,0,31,0,0,6,0,0,0,12.7,3.7,-1.7
"376","1",2,16,1,3,0,12,1,22,27,10,10,0,0,1,1,0,0,42,0,5,11,14,12.8,0,11.1,0.6,2.02
"377","0",1,9,4,9,1,1,1,22,27,10,10,1,0,0,0,0,0,34,0,0,5,0,0,0,9.4,-0.8,-3.12
"378","1",1,1,1,12,1,1,1,1,1,5,5,1,0,0,1,0,1,18,0,0,8,8,15.2875,0,12.4,0.5,1.79
"381","0",4,12,1,12,1,12,1,23,14,6,8,0,0,0,1,0,1,26,0,0,8,12,10.97857143,0,16.2,0.3,-0.92
"382","1",1,14,1,12,1,1,1,13,27,9,9,0,0,0,1,0,0,20,0,0,8,8,13.75,0,13.9,-0.3,0.79
"384","1",1,1,1,16,1,1,1,13,14,6,6,0,0,0,1,0,1,19,0,0,6,6,13.16666667,0,15.5,2.8,-4.06
"385","1",1,17,1,9,1,16,1,3,4,3,2,0,0,0,1,0,0,20,0,3,9,14,11.11111111,0,8.9,1.4,3.51
"386","1",1,1,1,10,1,1,1,19,24,1,1,0,0,0,1,0,0,19,0,0,6,7,11.16666667,0,7.6,2.6,0.32
"387","1",1,1,1,16,1,1,1,22,27,10,10,0,0,0,1,0,0,18,0,0,6,9,12.33333333,0,7.6,2.6,0.32
"388","1",1,12,1,17,0,3,1,22,27,10,10,0,0,0,1,0,0,28,0,6,11,16,12,0,10.8,1.4,1.74
"389","1",1,8,1,16,1,1,1,1,14,5,6,1,0,0,1,0,0,22,0,0,6,8,12.4,0,15.5,2.8,-4.06
"390","1",1,15,1,3,0,14,1,22,27,8,8,0,0,0,1,0,1,21,0,2,6,6,14.16666667,0,13.9,-0.3,0.79
"393","0",1,1,6,15,1,1,1,18,27,8,8,1,0,1,0,0,0,18,0,0,6,8,11.4,0,7.6,2.6,0.32
"394","0",1,8,2,6,1,1,1,1,1,10,11,0,0,0,0,0,0,20,0,0,5,8,12.33333333,0,7.6,2.6,0.32
"395","1",1,8,2,6,1,1,1,1,14,5,4,0,0,0,1,0,0,18,0,0,6,7,14,0,11.1,0.6,2.02
"396","1",1,1,4,12,1,1,1,1,1,5,10,1,0,0,1,0,1,19,0,0,8,11,12.86,0,10.8,1.4,1.74
"397","1",1,16,1,10,1,1,1,3,14,4,11,1,0,0,1,0,0,20,0,5,11,14,12,0,12.4,0.5,1.79
"398","1",1,15,1,6,1,14,1,23,27,5,7,1,0,0,1,0,1,22,0,2,6,10,12,0,13.9,-0.3,0.79
"399","0",1,8,1,14,1,1,1,22,14,6,9,1,0,1,1,0,0,18,0,0,6,9,13.71428571,0,10.8,1.4,1.74
"400","0",1,8,1,9,1,1,1,23,27,7,5,1,0,0,1,0,0,19,0,0,5,9,0,3,16.2,0.3,-0.92
"401","1",1,8,4,5,1,1,1,1,3,4,4,0,0,0,1,0,1,18,0,0,6,8,11.2,0,8.9,1.4,3.51
"403","0",1,1,1,15,1,1,1,23,27,10,10,1,1,0,1,0,0,19,0,0,6,11,11,0,7.6,2.6,0.32
"405","1",1,8,1,12,1,1,1,22,27,6,6,1,0,0,1,0,0,19,0,0,8,8,14.73142857,0,10.8,1.4,1.74
"406","1",1,1,1,2,1,1,1,1,14,4,10,1,0,0,1,0,0,18,0,0,0,0,0,0,12.7,3.7,-1.7
"407","1",1,4,1,5,1,15,1,1,14,4,10,1,0,0,1,0,0,21,1,6,12,12,14.25,0,13.9,-0.3,0.79
"408","1",1,12,1,17,0,15,1,1,14,10,10,0,0,0,1,0,0,27,0,0,5,5,14.8,0,8.9,1.4,3.51
"409","1",1,8,1,10,1,1,1,1,14,5,5,0,0,0,1,0,0,19,0,0,6,7,14.57142857,0,15.5,2.8,-4.06
"410","0",4,12,1,6,1,1,1,19,24,1,1,0,0,0,1,0,0,25,0,0,5,5,0,0,7.6,2.6,0.32
"411","1",1,1,2,12,1,1,1,13,14,8,8,1,0,0,1,0,1,18,0,0,8,8,14.65428571,0,10.8,1.4,1.74
"412","1",1,12,1,12,1,3,1,13,1,5,9,0,0,0,1,0,0,24,0,0,8,8,12.40142857,0,10.8,1.4,1.74
"413","1",1,1,3,12,1,1,1,1,1,5,11,1,0,0,1,0,0,20,0,0,8,9,14.07142857,0,13.9,-0.3,0.79
"414","1",1,4,1,17,0,15,1,22,27,7,7,0,0,0,1,0,0,26,0,1,5,5,15.6,0,12.4,0.5,1.79
"415","1",1,1,1,10,1,1,1,1,28,10,8,1,0,0,1,0,1,20,0,0,6,6,11.83333333,0,8.9,1.4,3.51
"416","1",1,1,1,6,1,1,1,22,27,12,12,0,0,0,1,0,0,18,0,0,5,6,15.4,0,7.6,2.6,0.32
"417","1",1,1,1,6,1,1,1,1,1,10,10,1,0,0,1,0,0,19,0,0,6,10,12.375,0,15.5,2.8,-4.06
"418","0",1,1,1,16,1,1,1,13,14,10,10,1,0,0,1,0,0,23,0,0,6,9,11,0,12.7,3.7,-1.7
"419","1",1,1,4,12,1,1,1,22,27,10,10,1,0,0,1,0,1,18,0,0,7,7,11.6,0,7.6,2.6,0.32
"420","0",1,1,4,12,1,1,1,1,14,5,6,0,0,0,1,0,0,18,0,0,8,0,0,0,12.7,3.7,-1.7
"421","1",1,1,1,12,1,1,1,2,1,3,9,0,0,0,1,0,1,19,0,0,8,9,13.09444444,0,11.1,0.6,2.02
"422","1",1,13,1,17,0,1,1,1,2,5,4,0,0,0,1,0,0,30,0,1,5,5,14.8,0,7.6,2.6,0.32
"423","0",1,15,1,6,1,14,1,1,2,5,7,1,0,0,1,0,0,29,0,0,6,0,0,0,15.5,2.8,-4.06
"424","1",1,1,6,12,1,1,1,3,1,4,4,1,0,0,1,0,0,19,0,0,8,8,13.25375,0,9.4,-0.8,-3.12
"425","1",1,8,6,13,1,1,1,13,2,6,4,1,0,0,1,0,0,20,0,0,8,8,14.1,0,12.4,0.5,1.79
"426","1",1,1,1,12,1,1,1,22,27,10,4,0,0,0,1,0,0,20,0,0,7,7,13.91666667,0,7.6,2.6,0.32
"427","1",1,1,4,14,1,1,1,23,28,4,8,1,0,0,1,0,0,19,0,0,6,9,13.57142857,0,11.1,0.6,2.02
"429","0",3,1,2,6,1,1,1,13,1,5,5,1,0,0,1,0,0,21,4,0,5,12,0,4,10.8,1.4,1.74
"430","1",1,8,1,14,1,1,1,13,28,5,11,0,0,0,1,0,0,19,0,0,6,9,14.6,0,11.1,0.6,2.02
"431","1",1,1,3,12,1,1,1,22,28,10,10,1,0,0,1,0,1,18,0,0,8,8,12.08285714,0,10.8,1.4,1.74
"432","1",1,12,1,3,0,1,1,22,27,8,9,0,0,0,1,0,1,27,0,0,6,10,12.8,0,15.5,2.8,-4.06
"433","1",1,8,2,9,1,1,1,23,28,7,9,1,0,0,1,0,1,19,0,0,5,5,12.4,0,12.4,0.5,1.79
"434","0",1,1,1,12,1,1,1,1,1,12,4,0,0,0,1,0,1,19,2,0,7,7,0,2,7.6,2.6,0.32
"435","1",1,1,1,15,1,1,1,1,14,5,9,1,0,0,1,0,0,19,0,0,6,7,14.57142857,0,15.5,2.8,-4.06
"436","1",1,1,6,12,1,1,1,13,14,6,6,1,0,0,1,0,1,18,0,0,8,8,13.81428571,0,12.7,3.7,-1.7
"438","1",1,1,1,14,1,1,1,13,27,5,6,0,0,0,1,0,1,18,0,0,6,8,13.66666667,0,12.7,3.7,-1.7
"439","0",1,1,5,14,1,1,1,7,1,3,5,1,0,0,1,0,0,19,0,0,6,0,0,0,7.6,2.6,0.32
"440","1",2,12,1,12,1,12,1,22,27,10,10,1,0,0,1,0,0,36,0,0,7,7,11.3,0,7.6,2.6,0.32
"443","1",1,8,6,12,1,1,1,13,28,10,4,1,0,0,1,0,0,19,0,0,8,9,12.3,0,12.7,3.7,-1.7
"444","1",1,1,5,12,1,1,1,13,14,8,9,1,0,0,1,0,1,18,0,0,8,8,12.69428571,0,10.8,1.4,1.74
"445","1",1,8,1,14,1,1,1,13,14,2,2,0,0,0,1,0,0,18,0,0,5,5,11,0,9.4,-0.8,-3.12
"446","1",1,1,1,10,1,1,1,22,14,10,4,1,0,0,1,0,1,19,0,0,6,6,14.16666667,0,12.4,0.5,1.79
"447","1",1,1,1,12,1,1,1,3,1,3,2,0,0,0,1,0,1,19,0,0,8,8,16.05,0,13.9,-0.3,0.79
"448","0",1,1,2,12,1,1,1,1,14,8,8,1,0,0,1,0,0,18,0,0,8,8,14.0625,0,15.5,2.8,-4.06
"449","1",1,1,2,15,1,1,1,1,14,10,8,1,0,0,1,0,0,20,0,0,6,10,12.8,0,11.1,0.6,2.02
"451","1",1,9,1,12,1,1,1,23,27,6,6,1,0,0,1,0,0,20,0,0,8,8,14.40285714,0,10.8,1.4,1.74
"452","1",1,1,4,12,1,1,1,22,27,10,9,1,0,0,1,0,1,18,0,0,8,8,13.38142857,0,10.8,1.4,1.74
"453","1",1,1,2,12,1,1,1,13,14,8,6,1,0,0,1,0,0,18,0,0,8,8,13.98375,0,15.5,2.8,-4.06
"454","1",1,8,4,6,1,1,1,13,27,5,8,0,0,0,1,0,0,19,2,0,5,6,12.6,0,9.4,-0.8,-3.12
"456","1",2,12,1,3,0,1,1,19,24,13,13,0,0,0,1,0,0,44,0,1,6,15,11,1,7.6,2.6,0.32
"457","0",1,4,1,4,1,3,1,23,27,6,7,0,0,0,1,0,0,32,0,0,6,6,0,0,12.4,0.5,1.79
"458","0",1,14,1,16,1,1,1,22,14,10,9,0,0,0,1,0,0,22,0,0,6,8,12,0,12.7,3.7,-1.7
"459","1",2,12,1,4,1,1,1,1,14,5,10,1,0,0,1,0,0,36,0,5,12,18,14.09090909,0,8.9,1.4,3.51
"460","1",1,8,1,15,1,1,1,22,27,6,8,0,0,0,1,0,1,18,0,0,6,8,13.33333333,0,16.2,0.3,-0.92
"461","1",1,1,1,8,1,1,1,3,3,4,3,1,0,0,1,0,0,20,0,0,5,5,14.6,0,12.7,3.7,-1.7
"462","1",1,16,1,5,1,1,1,13,14,6,8,0,0,0,1,0,1,20,0,5,11,11,13.45454545,0,11.1,0.6,2.02
"463","1",1,8,1,10,1,1,1,3,1,3,4,0,0,0,1,0,0,19,0,0,6,11,10.5,0,15.5,2.8,-4.06
"464","1",1,12,1,9,1,12,1,3,1,4,6,1,0,1,1,0,0,24,0,0,5,6,12.2,0,12.4,0.5,1.79
"466","0",1,14,1,3,0,1,1,3,3,3,4,0,0,0,1,0,0,27,0,4,11,11,10.8,0,10.8,1.4,1.74
"468","1",1,14,6,10,1,1,1,19,24,1,1,0,0,0,1,0,1,23,0,11,13,15,13.26666667,0,9.4,-0.8,-3.12
"469","1",1,1,5,12,1,1,1,13,28,5,9,1,0,0,1,0,1,18,1,0,8,9,13.31,1,9.4,-0.8,-3.12
"470","1",1,8,1,10,1,1,1,22,27,5,10,1,0,0,1,0,1,18,1,0,6,9,12.2,0,12.7,3.7,-1.7
"471","1",1,8,3,12,1,1,1,1,27,10,10,1,0,0,1,0,1,20,0,0,8,8,13.48714286,0,10.8,1.4,1.74
"472","1",1,1,1,11,1,1,1,13,28,10,8,0,0,0,1,0,1,20,0,0,6,7,11.83333333,0,13.9,-0.3,0.79
"473","0",1,1,1,14,1,1,1,23,14,8,11,0,0,0,1,0,0,23,0,0,6,9,12.83333333,0,11.1,0.6,2.02
"474","1",1,1,2,12,1,1,1,13,14,10,10,1,0,0,1,0,0,20,0,0,7,7,13.96666667,0,7.6,2.6,0.32
"475","0",1,12,1,11,1,7,1,19,24,1,1,1,0,0,0,0,0,28,0,0,5,10,0,0,7.6,2.6,0.32
